app_name,category,rating,review,helpful_votes,version,date,user_name,developer_response
Subway Surfers,Games,3.0,Gets the job done Really features the app this update Slightly features Very Slightly performance Extremely the app performance the developer Extremely features,320,3.3.9,2022-03-16,user_1502,
Evernote,Productivity,5.0,Changed my daily routine for the better design the app the developer,41,4.7.9,2023-10-15,user_1818,Thank you for your feedback!
Duolingo,Education,4.0,"Fantastic update, keeps getting better the app the developer Very Really features Really design Extremely",138,5.3.8,2022-09-14,user_5045,Thank you for your feedback!
Uber,Travel,5.0,Super intuitive and fast Really Really this update the app the app the developer Slightly Extremely design performance Extremely Very,350,2.9.3,2023-09-23,user_3124,
Twitter,Social Networking,5.0,Super intuitive and fast design the app the app Very the app Slightly the developer Really features the developer this update,415,3.2.1,2022-04-13,user_5619,We're working on it.
Lightroom,Photo & Video,5.0,"Five stars, highly recommend! Extremely",212,4.3.8,2022-08-24,user_7491,We're working on it.
Venmo,Finance,5.0,Great customer support too Very performance performance performance Extremely Slightly the developer the developer this update,406,5.3.5,2023-11-11,user_9240,We're working on it.
Lightroom,Photo & Video,5.0,"Fantastic update, keeps getting better Really Slightly performance performance Extremely this update this update Extremely the developer Really features features Slightly Really the app",341,4.9.4,2023-02-26,user_8292,Thank you for your feedback!
Airbnb,Travel,2.0,"Too many ads, ruins the experience Extremely the app features design design Slightly performance performance Slightly performance Very features Very",420,5.5.7,2022-06-27,user_4762,
eBay,Shopping,5.0,Absolutely love this app! the developer the app,498,4.7.9,2023-03-09,user_3255,Thank you for your feedback!
Google Drive,Utilities,4.0,Changed my daily routine for the better design Slightly performance this update the developer the app the app Really the app the developer Very design,232,2.0.0,2023-07-18,user_3020,
Fortnite,Games,4.0,"Best app on my phone, period. Very design the developer this update Slightly Slightly Slightly Slightly",370,3.1.4,2023-08-20,user_1700,We're working on it.
Dropbox,Utilities,4.0,"Five stars, highly recommend! Really the developer the developer design the developer Really performance the developer Slightly the developer features Extremely the developer the app",304,3.9.6,2023-03-10,user_6727,
Amazon,Shopping,4.0,Incredible features and smooth UI design features Slightly the app this update Very,449,3.1.2,2023-10-31,user_4557,
Instagram,Social Networking,5.0,Changed my daily routine for the better Extremely the app Slightly the app the app the app Extremely performance design Slightly,338,3.8.7,2022-11-27,user_1787,
1Password,Utilities,5.0,"Best app on my phone, period.",272,3.9.7,2023-09-06,user_2509,
Minecraft,Games,5.0,"Fantastic update, keeps getting better Really design the developer design Really performance Really the developer this update Really design features Slightly performance the app",183,4.4.7,2022-06-05,user_2476,Thank you for your feedback!
Pokemon GO,Games,4.0,Super intuitive and fast performance Slightly the app the developer Extremely features Really Very performance,449,4.9.5,2022-05-28,user_6937,
Google Maps,Travel,5.0,"Fantastic update, keeps getting better the app Slightly Really features performance performance the developer Very the developer the developer Extremely the app",292,4.4.6,2023-11-26,user_2179,
Google Drive,Utilities,5.0,"Five stars, highly recommend! Extremely the developer",67,5.3.6,2023-11-18,user_4875,
DoorDash,Food & Drink,4.0,"Five stars, highly recommend! design features Slightly the developer Extremely",176,5.0.9,2022-11-23,user_2042,We're working on it.
Spotify,Music,4.0,"Five stars, highly recommend! Extremely Really the developer Extremely Very features performance Really the developer Slightly Really this update",57,1.4.8,2022-04-21,user_2481,
Disney+,Entertainment,4.0,Can't imagine life without it design the developer the app the developer the developer Extremely,57,4.5.2,2023-05-10,user_3673,We're working on it.
Canva,Photo & Video,5.0,,104,5.1.5,2022-10-27,user_9996,
Robinhood,Finance,,Absolutely love this app! the developer,187,5.3.3,2023-12-14,user_2718,
Notion,Productivity,5.0,"Five stars, highly recommend! the app Extremely Really Really the app this update",185,5.4.1,2023-01-04,user_9187,Thank you for your feedback!
Subway Surfers,Games,4.0,Super intuitive and fast this update Very,237,3.1.9,2022-12-28,user_7777,
Robinhood,Finance,2.0,"Buggy and slow, needs a lot of work Slightly the developer Very the developer Slightly Very this update this update the developer design design",283,2.0.2,2022-06-01,user_9961,
Instacart,Food & Drink,4.0,Changed my daily routine for the better Slightly Very design this update the app Slightly design,209,3.9.6,2022-11-04,user_8936,
Strava,Health & Fitness,5.0,Great customer support too design the app the app the developer Slightly the app Very this update Very,96,1.1.8,2022-12-28,user_1807,We're working on it.
Google Maps,Travel,5.0,Absolutely love this app! Slightly performance design features performance performance Slightly Very Really this update Very this update the developer design design,455,4.9.7,2022-09-24,user_5155,Thank you for your feedback!
Duolingo,Education,,"Best app on my phone, period. the app design performance features Slightly design",369,3.6.5,2022-09-06,user_4592,
Lightroom,Photo & Video,5.0,"Fantastic update, keeps getting better Extremely this update features Very the app design Very performance features the app design this update the developer Really",491,1.2.3,2023-05-12,user_5754,
Uber,Travel,3.0,Gets the job done Extremely Slightly Slightly Very the developer Really features,366,1.4.7,2022-05-14,user_7827,
Amazon,Shopping,3.0,Gets the job done Very Really Slightly this update the app features the app Really this update performance Slightly Very this update,75,4.4.7,2022-08-26,user_7371,Thank you for your feedback!
SoundCloud,Music,4.0,Changed my daily routine for the better the developer this update this update design this update this update the developer features design the app Extremely performance the developer Extremely,374,3.4.9,2023-02-04,user_2057,Thank you for your feedback!
Facebook,Social Networking,5.0,Works flawlessly on my iPhone Very the app the app the app Extremely the developer Really Extremely Extremely the app,24,3.6.1,2023-09-28,user_2333,We're working on it.
Hulu,Entertainment,5.0,Works flawlessly on my iPhone Slightly the app design this update features Very Very this update the developer Really Really this update Slightly Slightly Very,66,2.6.5,2023-07-18,user_6969,
Among Us,Games,3.0,Has potential but needs polish this update Extremely,117,2.4.6,2022-05-09,user_8689,
Notion,Productivity,5.0,Changed my daily routine for the better Extremely design Really features the app Extremely Slightly,281,2.5.9,2023-04-29,user_6140,We're working on it.
1Password,Utilities,,Great customer support too,359,5.6.2,2023-05-31,user_4045,
Instacart,Food & Drink,,"Five stars, highly recommend!",322,5.7.8,2023-05-16,user_6328,Thank you for your feedback!
PayPal,Finance,4.0,Great customer support too performance performance features the app,194,4.3.0,2023-08-26,user_8681,Thank you for your feedback!
TikTok,Social Networking,5.0,Works flawlessly on my iPhone design design the app this update the developer features this update,463,3.5.0,2022-02-26,user_5789,
SoundCloud,Music,5.0,Absolutely love this app! performance the developer Very the developer features features performance Really Really features the developer performance the developer Very,162,3.2.7,2023-06-14,user_3594,
VSCO,Photo & Video,3.0,Useful but not without issues Really the developer the developer performance the app Very the app,180,3.3.9,2023-07-19,user_8246,
Snapchat,Social Networking,3.0,Has potential but needs polish performance this update,174,5.7.0,2023-06-03,user_9205,
Minecraft,Games,4.0,"Fantastic update, keeps getting better performance performance the developer design Slightly performance Slightly the developer Very this update",350,5.5.0,2023-04-10,user_1393,
Subway Surfers,Games,4.0,Changed my daily routine for the better the app,139,4.7.2,2022-03-08,user_3105,We're working on it.
Candy Crush,Games,5.0,Can't imagine life without it this update this update performance design Very design this update Slightly the app design this update Very,86,3.9.2,2022-11-14,user_2383,
Robinhood,Finance,4.0,"Best app on my phone, period. Extremely design the app Very Really features Slightly Extremely the app Extremely features Extremely design performance performance",367,1.6.7,2022-06-15,user_4259,We're working on it.
Headspace,Health & Fitness,4.0,"Five stars, highly recommend! the developer Really Slightly the app features Slightly Slightly performance performance performance",88,3.4.1,2022-01-04,user_6217,Thank you for your feedback!
Robinhood,Finance,5.0,Super intuitive and fast features Extremely Very the developer design this update the developer this update Really the developer features,386,3.8.7,2022-06-04,user_4460,
Venmo,Finance,4.0,Great customer support too performance performance the developer Really Really Extremely Very performance Really,472,1.7.4,2023-08-17,user_5009,
Headspace,Health & Fitness,5.0,"Five stars, highly recommend!",115,5.1.6,2023-11-28,user_2877,
Spotify,Music,2.0,Support never responds features Really the developer Really Extremely the developer Slightly Really design Slightly this update Really,445,5.9.2,2022-05-14,user_8824,
Headspace,Health & Fitness,4.0,Works flawlessly on my iPhone features,371,4.4.9,2022-11-12,user_4964,
Duolingo,Education,4.0,Can't imagine life without it features,142,2.6.3,2023-07-30,user_4564,Thank you for your feedback!
VSCO,Photo & Video,5.0,"Fantastic update, keeps getting better design Slightly Slightly this update",365,1.7.0,2023-06-21,user_4619,
Apple Music,Music,5.0,"Best app on my phone, period. design the developer Extremely the developer design the developer design the app performance",301,5.0.0,2022-02-05,user_5257,
Instagram,Social Networking,5.0,Works flawlessly on my iPhone,471,3.8.8,2023-03-04,user_9123,
Canva,Photo & Video,2.0,,388,5.8.1,2023-02-12,user_7656,We're working on it.
Uber,Travel,4.0,"Best app on my phone, period. design Extremely the developer Extremely the developer the developer this update",362,3.0.1,2023-01-26,user_5135,
Twitter,Social Networking,4.0,"Five stars, highly recommend! features Slightly Extremely Very Slightly the app Very the app this update Slightly performance Very",302,5.5.7,2023-10-17,user_6063,Thank you for your feedback!
Snapchat,Social Networking,1.0,Support never responds this update,90,5.8.9,2023-04-08,user_2961,Thank you for your feedback!
